ID,GEOID,POP,UNIPOP,Block ,LAND,WATER,LAT,LON
1000000US250250604003005,250250604003005,0,0,Block 3005,12236,0,42.330358,-71.0417782
1000000US250250604003006,250250604003006,57,0,Block 3006,4718,0,42.3309201,-71.0424484
1000000US250250604003007,250250604003007,0,0,Block 3007,4047,0,42.3299038,-71.0384912
1000000US250250604003008,250250604003008,113,0,Block 3008,13716,0,42.3302696,-71.0383063
1000000US250250604004000,250250604004000,155,0,Block 4000,18416,0,42.3317845,-71.0450703
1000000US250250604004001,250250604004001,105,0,Block 4001,7654,0,42.3321323,-71.0469458
1000000US250250604004002,250250604004002,78,0,Block 4002,5368,0,42.3314964,-71.0468067
1000000US250250604004003,250250604004003,122,0,Block 4003,9274,0,42.3308405,-71.0467879
1000000US250250604004004,250250604004004,150,0,Block 4004,15657,0,42.3308706,-71.0451432
1000000US250250604004005,250250604004005,319,0,Block 4005,10022,0,42.3309021,-71.0434289
1000000US250250604004006,250250604004006,164,0,Block 4006,11732,0,42.3317297,-71.0433572
1000000US250250604004007,250250604004007,0,0,Block 4007,8525,0,42.3303067,-71.0457146
1000000US250250604005000,250250604005000,131,0,Block 5000,8028,0,42.3352104,-71.0451853
1000000US250250604005001,250250604005001,171,0,Block 5001,9859,0,42.3347888,-71.045463
1000000US250250604005002,250250604005002,81,0,Block 5002,5089,0,42.3341392,-71.0464776
1000000US250250604005003,250250604005003,282,0,Block 5003,11572,0,42.3339811,-71.0470841
1000000US250250604005004,250250604005004,0,0,Block 5004,33449,0,42.3328628,-71.0457227
1000000US250250604005005,250250604005005,91,0,Block 5005,5338,0,42.3340541,-71.0452673
1000000US250250604005006,250250604005006,94,0,Block 5006,5491,0,42.3340641,-71.0459113
1000000US250250604005007,250250604005007,110,0,Block 5007,8235,0,42.3339464,-71.0445595
1000000US250250605011000,250250605011000,193,0,Block 1000,15448,0,42.3369168,-71.0344211
1000000US250250605011001,250250605011001,183,0,Block 1001,15020,0,42.3368855,-71.036458
1000000US250250605011002,250250605011002,52,0,Block 1002,15331,0,42.3377077,-71.0364852
1000000US250250605011003,250250605011003,103,0,Block 1003,15970,0,42.3360433,-71.0364381
1000000US250250605011004,250250605011004,168,0,Block 1004,16412,0,42.3360775,-71.0343943
1000000US250250605012000,250250605012000,135,0,Block 2000,9371,0,42.3368604,-71.0380902
1000000US250250605012001,250250605012001,149,0,Block 2001,9284,0,42.3368382,-71.0393386
1000000US250250605012002,250250605012002,152,0,Block 2002,12139,0,42.3368136,-71.0407746
1000000US250250605012003,250250605012003,141,0,Block 2003,8337,0,42.3361055,-71.0406296
1000000US250250605012004,250250605012004,229,0,Block 2004,20072,0,42.3360044,-71.0386949
1000000US250250605012005,250250605012005,62,0,Block 2005,4578,0,42.3357286,-71.0410051
1000000US250250605013000,250250605013000,143,0,Block 3000,18635,0,42.3376658,-71.0387437
1000000US250250605013001,250250605013001,43,0,Block 3001,3914,0,42.3376426,-71.040243
1000000US250250605013002,250250605013002,0,0,Block 3002,8247,0,42.3376263,-71.0410516
1000000US250250605013003,250250605013003,51,0,Block 3003,9893,0,42.3375625,-71.0422822
1000000US250250605013004,250250605013004,134,0,Block 3004,14554,0,42.3368077,-71.0425885
1000000US250250605013005,250250605013005,34,0,Block 3005,2932,0,42.3364707,-71.0436895
1000000US250250605013006,250250605013006,234,0,Block 3006,20106,0,42.3359022,-71.0429914
1000000US250250605013007,250250605013007,7,0,Block 3007,1524,0,42.3362897,-71.0419563
1000000US250250605013008,250250605013008,71,0,Block 3008,5281,0,42.3357778,-71.0446828
1000000US250250605014000,250250605014000,103,0,Block 4000,5135,0,42.337821,-71.0296469
1000000US250250605014001,250250605014001,50,0,Block 4001,57552,0,42.337091,-71.0320502
1000000US250250605014002,250250605014002,87,0,Block 4002,15712,0,42.3377377,-71.0344372
1000000US250250605014003,250250605014003,219,0,Block 4003,15560,0,42.336986,-71.0303067
1000000US250250605014004,250250605014004,172,0,Block 4004,16195,0,42.3361425,-71.0302747
1000000US250250605015000,250250605015000,0,0,Block 5000,6464,0,42.3377521,-71.0433955
1000000US250250605015001,250250605015001,37,0,Block 5001,9831,0,42.3378582,-71.0445876
1000000US250250605015002,250250605015002,86,0,Block 5002,10569,0,42.3375769,-71.0449183
1000000US250250605015003,250250605015003,194,0,Block 5003,9627,0,42.3372915,-71.0452381
1000000US250250605015004,250250605015004,218,0,Block 5004,10116,0,42.3370193,-71.0455637
1000000US250250605015005,250250605015005,31,0,Block 5005,1933,0,42.3373093,-71.0468892
1000000US250250605015006,250250605015006,85,0,Block 5006,11135,0,42.3365901,-71.0457824
1000000US250250605015007,250250605015007,5,0,Block 5007,14865,0,42.3363067,-71.0464119
1000000US250250606001000,250250606001000,0,0,Block 1000,0,592177,42.3530435,-71.0388938
1000000US250250606001001,250250606001001,0,0,Block 1001,202586,0,42.351639,-71.0405205
1000000US250250606001002,250250606001002,0,0,Block 1002,20655,0,42.3489555,-71.0354968
1000000US250250606001003,250250606001003,0,0,Block 1003,23395,0,42.3543496,-71.0470195
1000000US250250606001004,250250606001004,0,0,Block 1004,0,6663,42.3540025,-71.0492755
1000000US250250606001005,250250606001005,0,0,Block 1005,0,1130,42.3536762,-71.0495497
1000000US250250606001006,250250606001006,0,0,Block 1006,5540,0,42.3536351,-71.0484585
1000000US250250606001007,250250606001007,0,0,Block 1007,14782,0,42.3530533,-71.0472498
1000000US250250606001008,250250606001008,0,0,Block 1008,20288,0,42.3521398,-71.0452102
1000000US250250606001009,250250606001009,0,0,Block 1009,13207,0,42.3488991,-71.0404811
1000000US250250606001010,250250606001010,0,0,Block 1010,2825,0,42.3492111,-71.0412267
1000000US250250606001011,250250606001011,0,0,Block 1011,1720,0,42.3510307,-71.0435423
1000000US250250606001012,250250606001012,0,0,Block 1012,6613,0,42.3493744,-71.0416793
1000000US250250606001013,250250606001013,0,0,Block 1013,29003,0,42.3499647,-71.0436917
1000000US250250606001014,250250606001014,0,0,Block 1014,6257,0,42.3495727,-71.0422819
1000000US250250606001015,250250606001015,0,0,Block 1015,0,21179,42.3527185,-71.0502719
1000000US250250606001016,250250606001016,0,0,Block 1016,14766,0,42.3523435,-71.0494575
1000000US250250606001017,250250606001017,65,0,Block 1017,2361,0,42.3517835,-71.0490959
1000000US250250606001018,250250606001018,0,0,Block 1018,824,0,42.3532665,-71.0487394
1000000US250250606001019,250250606001019,0,0,Block 1019,5602,0,42.3521149,-71.0463024
1000000US250250606001020,250250606001020,112,0,Block 1020,46750,0,42.3514989,-71.047383
1000000US250250606001021,250250606001021,0,0,Block 1021,8313,0,42.350742,-71.0474775
1000000US250250606001022,250250606001022,76,0,Block 1022,4347,0,42.3506539,-71.0484562
1000000US250250606001023,250250606001023,52,0,Block 1023,5136,0,42.3516372,-71.0486545
1000000US250250606001024,250250606001024,0,0,Block 1024,4520,0,42.3511745,-71.0492821
1000000US250250606001025,250250606001025,0,0,Block 1025,7696,0,42.3505939,-71.0493134
1000000US250250606001026,250250606001026,67,0,Block 1026,14698,0,42.3506039,-71.0500917
1000000US250250606001027,250250606001027,0,0,Block 1027,0,11362,42.3513398,-71.0512977
1000000US250250606001028,250250606001028,0,0,Block 1028,18087,0,42.3501522,-71.0461115
1000000US250250606001029,250250606001029,0,0,Block 1029,9703,0,42.3508549,-71.0452407
1000000US250250606001030,250250606001030,0,0,Block 1030,10706,0,42.3502536,-71.0448794
1000000US250250606001031,250250606001031,0,0,Block 1031,5886,0,42.3491876,-71.0466287
1000000US250250606001032,250250606001032,3,0,Block 1032,11385,0,42.349647,-71.0480755
1000000US250250606001033,250250606001033,0,0,Block 1033,10598,0,42.3487198,-71.0459923
1000000US250250606001034,250250606001034,0,0,Block 1034,287,0,42.3490711,-71.0454388
1000000US250250606001035,250250606001035,0,0,Block 1035,499,0,42.3491505,-71.045162
1000000US250250606001036,250250606001036,0,0,Block 1036,11056,0,42.3490343,-71.0440631
1000000US250250606001037,250250606001037,0,0,Block 1037,5929,0,42.3487095,-71.0434268
1000000US250250606001038,250250606001038,0,0,Block 1038,6346,0,42.3485068,-71.0419978
1000000US250250606001039,250250606001039,0,0,Block 1039,1069,0,42.3488415,-71.0419422
1000000US250250606001040,250250606001040,0,0,Block 1040,1735,0,42.3483909,-71.040821
1000000US250250606001041,250250606001041,0,0,Block 1041,2193,0,42.3482303,-71.0409613
1000000US250250606001042,250250606001042,0,0,Block 1042,7423,0,42.3478607,-71.0416926
1000000US250250606001043,250250606001043,0,0,Block 1043,5257,0,42.3479609,-71.0425216
1000000US250250606001044,250250606001044,0,0,Block 1044,6919,0,42.3483698,-71.0440176
1000000US250250606001045,250250606001045,0,0,Block 1045,3319,0,42.3481651,-71.0445388
1000000US250250606001046,250250606001046,0,0,Block 1046,1355,0,42.3480645,-71.0445505
1000000US250250606001047,250250606001047,0,0,Block 1047,365,0,42.3482022,-71.045852
1000000US250250606001048,250250606001048,0,0,Block 1048,745,0,42.3484562,-71.0464076
1000000US250250606001049,250250606001049,0,0,Block 1049,6576,0,42.347783,-71.0443311
1000000US250250606001050,250250606001050,0,0,Block 1050,3629,0,42.3472251,-71.0439702
1000000US250250606001051,250250606001051,0,0,Block 1051,30745,0,42.3468438,-71.0442351
1000000US250250606001052,250250606001052,0,0,Block 1052,3867,0,42.3451818,-71.0404582
1000000US250250606001053,250250606001053,0,0,Block 1053,6712,0,42.3447269,-71.0405175
1000000US250250606001054,250250606001054,0,0,Block 1054,53071,0,42.3455492,-71.0391174
1000000US250250606001055,250250606001055,0,0,Block 1055,11687,0,42.3461769,-71.0384607
1000000US250250606001056,250250606001056,0,0,Block 1056,5561,0,42.3459876,-71.0394401
1000000US250250606001057,250250606001057,0,0,Block 1057,623,0,42.3445252,-71.0372111
1000000US250250606001058,250250606001058,0,0,Block 1058,1348,0,42.346846,-71.0366479
1000000US250250606001059,250250606001059,0,0,Block 1059,4292,0,42.3472137,-71.0363549
1000000US250250606001060,250250606001060,0,0,Block 1060,652,0,42.3474658,-71.0358831
1000000US250250606001061,250250606001061,0,0,Block 1061,542,0,42.3476916,-71.0361822
1000000US250250606001062,250250606001062,2,0,Block 1062,11441,0,42.3482823,-71.0363445
1000000US250250606001063,250250606001063,174,0,Block 1063,24291,0,42.3476251,-71.038067
1000000US250250606001064,250250606001064,78,0,Block 1064,12099,0,42.3481569,-71.0389797
1000000US250250606001065,250250606001065,450,0,Block 1065,6008,0,42.3485585,-71.0386756
1000000US250250606001066,250250606001066,0,0,Block 1066,20254,0,42.3471304,-71.0425973
1000000US250250606001067,250250606001067,0,0,Block 1067,2925,0,42.3475934,-71.0423035
1000000US250250606001068,250250606001068,0,0,Block 1068,4623,0,42.3466496,-71.038616
1000000US250250606001069,250250606001069,0,0,Block 1069,8503,0,42.3471186,-71.0399444
1000000US250250606001070,250250606001070,0,0,Block 1070,3736,0,42.347788,-71.0408127
1000000US250250606001071,250250606001071,0,0,Block 1071,10816,0,42.3471498,-71.0387603
1000000US250250606001072,250250606001072,0,0,Block 1072,6867,0,42.3442737,-71.0380944
1000000US250250606001073,250250606001073,0,0,Block 1073,5790,0,42.3437908,-71.0376215
1000000US250250606001074,250250606001074,0,0,Block 1074,8698,0,42.3455546,-71.0416023
1000000US250250606001075,250250606001075,0,0,Block 1075,8542,0,42.3452061,-71.0419912
1000000US250250606001076,250250606001076,66,0,Block 1076,121039,0,42.3426215,-71.044998
1000000US250250606001077,250250606001077,0,0,Block 1077,50235,0,42.3436769,-71.045788
1000000US250250606001078,250250606001078,0,0,Block 1078,54065,0,42.3442033,-71.0465356
1000000US250250606001079,250250606001079,0,0,Block 1079,16398,0,42.34152,-71.0490072
1000000US250250606001080,250250606001080,0,0,Block 1080,14041,0,42.3409065,-71.0497127
1000000US250250606001081,250250606001081,98,0,Block 1081,6640,0,42.3404938,-71.0502083
1000000US250250606001082,250250606001082,84,0,Block 1082,6888,0,42.3402185,-71.0505236
1000000US250250606001083,250250606001083,73,0,Block 1083,9519,0,42.3398868,-71.0509098
1000000US250250606001084,250250606001084,86,0,Block 1084,9778,0,42.3394978,-71.0513719
1000000US250250606001085,250250606001085,94,0,Block 1085,9962,0,42.3385023,-71.0498301
1000000US250250606001086,250250606001086,110,0,Block 1086,9444,0,42.3388975,-71.0493792
1000000US250250606001087,250250606001087,29,0,Block 1087,6992,0,42.3392134,-71.0489697
1000000US250250606001088,250250606001088,134,0,Block 1088,6829,0,42.3394854,-71.0486395
1000000US250250606001089,250250606001089,0,0,Block 1089,13909,0,42.3399141,-71.048172
1000000US250250606001090,250250606001090,124,0,Block 1090,6765,0,42.3385076,-71.0471198
1000000US250250606001091,250250606001091,80,0,Block 1091,7059,0,42.3387913,-71.0467869
1000000US250250606001092,250250606001092,0,0,Block 1092,6414,0,42.3390727,-71.0464706
1000000US250250606001093,250250606001093,0,0,Block 1093,680,0,42.3470412,-71.035917
1000000US250250606001094,250250606001094,0,0,Block 1094,21662,0,42.3459903,-71.0363483
1000000US250250606001095,250250606001095,78,0,Block 1095,6942,0,42.3382247,-71.047448
1000000US250250606001096,250250606001096,33,0,Block 1096,2354,0,42.3382644,-71.0483994
1000000US250250606001097,250250606001097,0,0,Block 1097,8861,0,42.3466401,-71.0401509
1000000US250250606001098,250250606001098,73,0,Block 1098,10172,0,42.3375115,-71.0482829
1000000US250250606001099,250250606001099,68,0,Block 1099,3952,0,42.3379219,-71.0478598
1000000US250250606001100,250250606001100,48,0,Block 1100,2672,0,42.3375565,-71.0472942
1000000US250250606001101,250250606001101,0,0,Block 1101,770,0,42.3439892,-71.0386122
1000000US250250606001102,250250606001102,0,0,Block 1102,283,0,42.3483885,-71.0352231
1000000US250250607001000,250250607001000,151,0,Block 1000,8241,0,42.3402089,-71.0539965
1000000US250250607001001,250250607001001,69,0,Block 1001,4177,0,42.3395559,-71.0534538
1000000US250250607001002,250250607001002,75,0,Block 1002,4539,0,42.3399099,-71.053034
1000000US250250607001003,250250607001003,68,0,Block 1003,4393,0,42.3394029,-71.052252
1000000US250250607001004,250250607001004,128,0,Block 1004,4659,0,42.3390567,-71.0526707
1000000US250250607001005,250250607001005,2,0,Block 1005,9288,0,42.3387125,-71.0516562
1000000US250250607001006,250250607001006,0,0,Block 1006,16732,0,42.3383399,-71.0528811
1000000US250250607001007,250250607001007,72,0,Block 1007,6354,0,42.3390961,-71.0540491
1000000US250250607001008,250250607001008,62,0,Block 1008,7668,0,42.3395381,-71.054763
1000000US250250607001009,250250607001009,47,0,Block 1009,8029,0,42.3389076,-71.0554678
1000000US250250607001010,250250607001010,26,0,Block 1010,8508,0,42.3383787,-71.0546135
1000000US250250607001011,250250607001011,41,0,Block 1011,6423,0,42.3378951,-71.0538768
1000000US250250607002000,250250607002000,17,0,Block 2000,7878,0,42.3374344,-71.0531674
1000000US250250607002001,250250607002001,55,0,Block 2001,7945,0,42.3368036,-71.0538961
1000000US250250607002002,250250607002002,73,0,Block 2002,6923,0,42.3372701,-71.0546371
1000000US250250607002003,250250607002003,962,0,Block 2003,7730,0,42.3377612,-71.0553429
1000000US250250607002004,250250607002004,45,0,Block 2004,8741,0,42.3382748,-71.0561715
1000000US250250608001000,250250608001000,21,0,Block 1000,11340,0,42.3359938,-71.046973
1000000US250250608001001,250250608001001,152,0,Block 1001,10408,0,42.3356931,-71.0474653
1000000US250250608001002,250250608001002,110,0,Block 1002,8490,0,42.3353992,-71.0478944
1000000US250250608001003,250250608001003,130,0,Block 1003,8310,0,42.3351232,-71.0483072
1000000US250250608001004,250250608001004,157,0,Block 1004,7870,0,42.3348437,-71.0487469
1000000US250250608001005,250250608001005,42,0,Block 1005,6694,0,42.334577,-71.0491857
1000000US250250608001006,250250608001006,0,0,Block 1006,6365,0,42.334309,-71.0496157
1000000US250250608001007,250250608001007,43,0,Block 1007,5442,0,42.3340369,-71.0500402
1000000US250250608002000,250250608002000,122,0,Block 2000,7812,0,42.3358311,-71.0502662
1000000US250250608002001,250250608002001,110,0,Block 2001,7344,0,42.3355193,-71.0506236
1000000US250250608002002,250250608002002,103,0,Block 2002,7839,0,42.3352108,-71.0509885
1000000US250250608002003,250250608002003,85,0,Block 2003,5923,0,42.3350126,-71.0515334
1000000US250250608002004,250250608002004,83,0,Block 2004,10233,0,42.3345837,-71.0523463
1000000US250250608002005,250250608002005,90,0,Block 2005,4451,0,42.3341922,-71.0517811
1000000US250250608002006,250250608002006,89,0,Block 2006,5151,0,42.3339341,-71.0514519
1000000US250250608002007,250250608002007,31,0,Block 2007,1773,0,42.3345102,-71.0507713
1000000US250250608002008,250250608002008,44,0,Block 2008,12761,0,42.3335214,-71.050829
1000000US250250608003000,250250608003000,90,0,Block 3000,9156,0,42.3381205,-71.0502873
1000000US250250608003001,250250608003001,121,0,Block 3001,8875,0,42.3371329,-71.0487458
1000000US250250608003002,250250608003002,129,0,Block 3002,8659,0,42.336776,-71.0491579
1000000US250250608003003,250250608003003,112,0,Block 3003,8569,0,42.3377591,-71.0507009
1000000US250250608003004,250250608003004,144,0,Block 3004,7517,0,42.3374381,-71.0510862
1000000US250250608003005,250250608003005,62,0,Block 3005,5669,0,42.3372593,-71.0516267
1000000US250250608003006,250250608003006,22,0,Block 3006,1828,0,42.3367563,-71.0508467
1000000US250250608003007,250250608003007,104,0,Block 3007,7521,0,42.3361437,-71.049901
1000000US250250608003008,250250608003008,102,0,Block 3008,7451,0,42.3364443,-71.0495353
1000000US250250608004000,250250608004000,86,0,Block 4000,8067,0,42.3368358,-71.0518157
1000000US250250608004001,250250608004001,121,0,Block 4001,7589,0,42.3365226,-71.0521759
1000000US250250608004002,250250608004002,199,0,Block 4002,8132,0,42.3362032,-71.0525275
1000000US250250608004003,250250608004003,139,0,Block 4003,7849,0,42.3358947,-71.0529179
1000000US250250608004004,250250608004004,122,0,Block 4004,9387,0,42.3355447,-71.0533075
1000000US250250608004005,250250608004005,82,0,Block 4005,8891,0,42.3365508,-71.0548622
1000000US250250608004006,250250608004006,0,0,Block 4006,9369,0,42.3373942,-71.0562351
1000000US250250608004007,250250608004007,0,0,Block 4007,515,0,42.3379649,-71.0570344
1000000US250250608004008,250250608004008,0,0,Block 4008,1467,0,42.3371936,-71.0565591
1000000US250250608004009,250250608004009,0,0,Block 4009,1706,0,42.3357962,-71.0557065
1000000US250250608004010,250250608004010,72,0,Block 4010,12320,0,42.3360085,-71.0552752
1000000US250250608004011,250250608004011,120,0,Block 4011,7912,0,42.3352037,-71.0537118
1000000US250250608004012,250250608004012,177,0,Block 4012,9386,0,42.3348628,-71.0541224
1000000US250250608004013,250250608004013,40,0,Block 4013,3270,0,42.3347713,-71.0547687
1000000US250250608004014,250250608004014,0,0,Block 4014,1044,0,42.3346871,-71.0550223
1000000US250250608004015,250250608004015,0,0,Block 4015,802,0,42.3339903,-71.0546055
1000000US250250608004016,250250608004016,26,0,Block 4016,1899,0,42.3343304,-71.0543775
1000000US250250608004017,250250608004017,27,0,Block 4017,2410,0,42.3340635,-71.0541473
1000000US250250608004018,250250608004018,36,0,Block 4018,3873,0,42.3337436,-71.0538679
1000000US250250608004019,250250608004019,74,0,Block 4019,5828,0,42.3339986,-71.0530221
1000000US250250608004020,250250608004020,19,0,Block 4020,2514,0,42.3334734,-71.0536078
1000000US250250608004021,250250608004021,16,0,Block 4021,2208,0,42.3333415,-71.0532568
1000000US250250608004022,250250608004022,107,0,Block 4022,8631,0,42.3331694,-71.0520011
1000000US250250608004023,250250608004023,21,0,Block 4023,4460,0,42.3329717,-71.0531793
1000000US250250608004024,250250608004024,0,0,Block 4024,1103,0,42.3330515,-71.0537322
1000000US250250608004025,250250608004025,0,0,Block 4025,844,0,42.3327516,-71.0538531
1000000US250250608004026,250250608004026,0,0,Block 4026,879,0,42.3333723,-71.0542332
1000000US250250608004027,250250608004027,98,0,Block 4027,6763,0,42.3322229,-71.0524971
1000000US250250608004028,250250608004028,84,0,Block 4028,5729,0,42.3327051,-71.0527103
1000000US250250608004029,250250608004029,0,0,Block 4029,1780,0,42.3323006,-71.053281
1000000US250250608004030,250250608004030,0,0,Block 4030,1149,0,42.3320273,-71.053396
1000000US250250610001000,250250610001000,136,0,Block 1000,10735,0,42.3336889,-71.0478459
1000000US250250610001001,250250610001001,162,0,Block 1001,8127,0,42.3335002,-71.0486326
1000000US250250610001002,250250610001002,117,0,Block 1002,8644,0,42.3332486,-71.0497034
1000000US250250610001003,250250610001003,194,0,Block 1003,12008,0,42.3321153,-71.0486064
1000000US250250610001004,250250610001004,205,0,Block 1004,12301,0,42.3320923,-71.0478229
1000000US250250610001005,250250610001005,83,0,Block 1005,6074,0,42.332616,-71.0502834
1000000US250250610001006,250250610001006,136,0,Block 1006,8324,0,42.332343,-71.0493894
1000000US250250610002000,250250610002000,314,0,Block 2000,11751,0,42.3307728,-71.0481849
1000000US250250610002001,250250610002001,0,0,Block 2001,269,0,42.3307116,-71.0489226
1000000US250250610002002,250250610002002,121,0,Block 2002,3310,0,42.33115,-71.0490232
1000000US250250610002003,250250610002003,206,0,Block 2003,8809,0,42.3316822,-71.0498909
1000000US250250610002004,250250610002004,91,0,Block 2004,5998,0,42.3323456,-71.0509635
1000000US250250610002005,250250610002005,131,0,Block 2005,4961,0,42.3320377,-71.0516721
1000000US250250610002006,250250610002006,62,0,Block 2006,2256,0,42.3317154,-71.0511777
1000000US250250610002007,250250610002007,88,0,Block 2007,8960,0,42.331223,-71.0504021
1000000US250250610002008,250250610002008,151,0,Block 2008,5114,0,42.3306156,-71.0496086
1000000US250250610003000,250250610003000,0,0,Block 3000,7930,0,42.330213,-71.0489068
1000000US250250610003001,250250610003001,0,0,Block 3001,1952,0,42.3299359,-71.0508726
1000000US250250610003002,250250610003002,114,0,Block 3002,6462,0,42.3304275,-71.0507533
1000000US250250610003003,250250610003003,407,0,Block 3003,16775,0,42.330409,-71.0516993
1000000US250250610003004,250250610003004,292,0,Block 3004,12583,0,42.3311998,-71.0522189
1000000US250250610003005,250250610003005,59,0,Block 3005,1905,0,42.3317314,-71.0526337
1000000US250250610003006,250250610003006,0,0,Block 3006,311,0,42.3314823,-71.0530647
1000000US250250610003007,250250610003007,29,0,Block 3007,1175,0,42.3308148,-71.0528108
1000000US250250610003008,250250610003008,0,0,Block 3008,1201,0,42.3297579,-71.0525684
1000000US250250610003009,250250610003009,0,0,Block 3009,3285,0,42.3293403,-71.0522244
1000000US250250610003010,250250610003010,0,0,Block 3010,1817,0,42.3295409,-71.0515514
1000000US250250611011000,250250611011000,322,0,Block 1000,19213,0,42.3281649,-71.0539332
1000000US250250611011001,250250611011001,138,0,Block 1001,15022,0,42.32793,-71.0558819
1000000US250250611011002,250250611011002,23,0,Block 1002,9570,0,42.3274371,-71.0564493
1000000US250250611011003,250250611011003,134,0,Block 1003,5873,0,42.3275804,-71.0528896
1000000US250250611012000,250250611012000,0,0,Block 2000,625,0,42.326949,-71.0526698
1000000US250250611012001,250250611012001,304,0,Block 2001,14383,0,42.3262966,-71.054017
1000000US250250611012002,250250611012002,314,0,Block 2002,13862,0,42.3272533,-71.0548627
1000000US250250611012003,250250611012003,129,0,Block 2003,4837,0,42.3271555,-71.0536524
1000000US250250611012004,250250611012004,0,0,Block 2004,3335,0,42.326778,-71.0542224
1000000US250250611012005,250250611012005,135,0,Block 2005,10906,0,42.3260431,-71.052935
1000000US250250611012006,250250611012006,245,0,Block 2006,12658,0,42.3251028,-71.0531853
1000000US250250611012007,250250611012007,488,0,Block 2007,54998,0,42.3247973,-71.0543027
1000000US250250612001000,250250612001000,0,0,Block 1000,0,40632,42.3489835,-71.0529811
1000000US250250612001001,250250612001001,0,0,Block 1001,1483,0,42.347339,-71.053367
1000000US250250612001002,250250612001002,0,0,Block 1002,5683,0,42.349966,-71.0510656
1000000US250250612001003,250250612001003,14,0,Block 1003,10570,0,42.349806,-71.050028
1000000US250250612001004,250250612001004,0,0,Block 1004,0,1900,42.3469196,-71.0544976
1000000US250250612001005,250250612001005,0,0,Block 1005,1332,0,42.3471292,-71.0533368
1000000US250250612001006,250250612001006,0,0,Block 1006,1514,0,42.3473191,-71.052323
1000000US250250612001007,250250612001007,0,0,Block 1007,28501,0,42.3485423,-71.0520494
1000000US250250612001008,250250612001008,0,0,Block 1008,9132,0,42.3487392,-71.0504988
1000000US250250612001009,250250612001009,0,0,Block 1009,4609,0,42.349223,-71.0500864
1000000US250250612001010,250250612001010,0,0,Block 1010,25463,0,42.3486139,-71.0489528
1000000US250250612001011,250250612001011,0,0,Block 1011,8825,0,42.3484402,-71.0473412
1000000US250250612001012,250250612001012,0,0,Block 1012,3276,0,42.3480884,-71.0471517
1000000US250250612001013,250250612001013,0,0,Block 1013,36154,0,42.3453086,-71.0556019
1000000US250250612001014,250250612001014,0,0,Block 1014,0,17865,42.3461914,-71.0553611
1000000US250250612001015,250250612001015,0,0,Block 1015,5828,0,42.3469771,-71.0518375
1000000US250250612001016,250250612001016,0,0,Block 1016,2844,0,42.3472547,-71.0511825
1000000US250250612001017,250250612001017,0,0,Block 1017,1670,0,42.3475213,-71.0511774
1000000US250250612001018,250250612001018,0,0,Block 1018,11059,0,42.3479987,-71.0511335
1000000US250250612001019,250250612001019,0,0,Block 1019,3076,0,42.3478001,-71.0494605
1000000US250250612001020,250250612001020,0,0,Block 1020,12327,0,42.347412,-71.0486573
1000000US250250612001021,250250612001021,0,0,Block 1021,8521,0,42.3477749,-71.0472386
1000000US250250612001022,250250612001022,0,0,Block 1022,1137,0,42.3472504,-71.0474312
1000000US250250612001023,250250612001023,0,0,Block 1023,50470,0,42.3459105,-71.0478724
1000000US250250612001024,250250612001024,0,0,Block 1024,81517,0,42.3446704,-71.0479725
1000000US250250612001025,250250612001025,0,0,Block 1025,30618,0,42.3427445,-71.0509148
1000000US250250612001026,250250612001026,0,0,Block 1026,10972,0,42.344218,-71.0512587
1000000US250250612001027,250250612001027,0,0,Block 1027,8517,0,42.3472124,-71.0488208
1000000US250250612001028,250250612001028,202,0,Block 1028,12907,0,42.3468878,-71.0500401
1000000US250250612001029,250250612001029,0,0,Block 1029,2725,0,42.3466001,-71.0510519
1000000US250250612001030,250250612001030,319,0,Block 1030,23220,0,42.3456452,-71.0507417
1000000US250250612001031,250250612001031,2,0,Block 1031,9846,0,42.3456616,-71.0518027
1000000US250250612001032,250250612001032,0,0,Block 1032,44621,0,42.3457244,-71.0532683
1000000US250250612001033,250250612001033,0,0,Block 1033,4107,0,42.3446222,-71.0525852
1000000US250250612001034,250250612001034,0,0,Block 1034,19557,0,42.3439246,-71.0524977
1000000US250250612001035,250250612001035,0,0,Block 1035,13528,0,42.3443754,-71.0542479
1000000US250250612001036,250250612001036,0,0,Block 1036,16095,0,42.3438968,-71.0552153
1000000US250250612001037,250250612001037,0,0,Block 1037,6943,0,42.3438039,-71.0575012
1000000US250250612001038,250250612001038,0,0,Block 1038,18526,0,42.3446522,-71.0580267
1000000US250250612001039,250250612001039,0,0,Block 1039,0,4365,42.3455825,-71.0577231
1000000US250250612001040,250250612001040,0,0,Block 1040,0,576,42.3453699,-71.0584158
1000000US250250612001041,250250612001041,0,0,Block 1041,2974,0,42.3447699,-71.0589857
1000000US250250612001042,250250612001042,0,0,Block 1042,0,2007,42.3449433,-71.0593528
1000000US250250612001043,250250612001043,0,0,Block 1043,0,5105,42.3437606,-71.0603107
1000000US250250612001044,250250612001044,0,0,Block 1044,17053,0,42.3434446,-71.0599817
1000000US250250612001045,250250612001045,0,0,Block 1045,10801,0,42.3433207,-71.0592785
1000000US250250612001046,250250612001046,0,0,Block 1046,12287,0,42.3429084,-71.0587895
1000000US250250612001047,250250612001047,0,0,Block 1047,2571,0,42.3431995,-71.0578558
1000000US250250612001048,250250612001048,0,0,Block 1048,710,0,42.3430304,-71.0573908
1000000US250250612001049,250250612001049,366,0,Block 1049,15570,0,42.3423584,-71.0578509
